,0,num,name,period,,5,6
2424,,2425.,Stoica Valeriu,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=286&leg=2000&cam=2
2425,,2426.,Stoicescu Victor,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=111&leg=1992&cam=1
2426,,2427.,Stolojan Theodor Dumitru,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=287&leg=2000&cam=2
2427,,2428.,Stragea Cristian Dimitrie,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=156&leg=2004&cam=1
2428,,2429.,Stragea Sorin Constantin,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=349&leg=2012&cam=2
2429,,2430.,Strãchinaru Ioan,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=299&leg=1992&cam=2
2430,,2431.,Strãchinaru Petre,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=130&leg=2004&cam=2
2431,,2432.,Strãtilã ªerban-Cezar,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=110&leg=2004&cam=1
2432,,2433.,Strâmbu Vasile,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=112&leg=1992&cam=1
2433,,2434.,Stroe Ionuþ-Marian,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=278&leg=2016&cam=2
2434,,2435.,Stroe Mihai,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=286&leg=2008&cam=2
2435,,2436.,Stroe Radu,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=351&leg=2012&cam=2
2436,,2437.,Stroian Toader,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=287&leg=2008&cam=2
2437,,2438.,Strungã Emil,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=147&leg=2004&cam=2
2438,,2439.,Stuparu Timotei,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=152&leg=2012&cam=1
2439,,2440.,Sturza Popovici Cornel,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=30&leg=1996&cam=2
2440,,2441.,Sturzu Mihai-Rãzvan,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=352&leg=2012&cam=2
2441,,2442.,Suciu Matei,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=332&leg=2016&cam=2
2442,,2443.,Suciu Vasile,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=290&leg=2000&cam=2
2443,,2444.,Suciu Vasile-Daniel,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=279&leg=2016&cam=2
2444,,2445.,Suditu Gheorghe,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=356&leg=2000&cam=2
2445,,2446.,Suhov Andrei,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=113&leg=1992&cam=1
2446,,2447.,Suhov Petru,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=301&leg=1992&cam=2
2447,,2448.,Suian Valer,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=114&leg=1992&cam=1
2448,,2449.,Surdu Dumitru,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=340&leg=1990&cam=2
2449,,2450.,Surdu Raluca,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=354&leg=2012&cam=2
2450,,2451.,Surdu-Soreanu Raul-Victor,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=288&leg=2008&cam=2
2451,,2452.,Surgent Marius-Gheorghe,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=280&leg=2016&cam=2
2452,,2453.,Surpãþeanu Mihai,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=289&leg=2008&cam=2
2453,,2454.,Surugiu Iulian-Radu,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=355&leg=2012&cam=2
2454,,2455.,Surupãceanu Mugurel,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=290&leg=2008&cam=2
2455,,2456.,Szabó Ilona,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=141&leg=2004&cam=1
2456,,2457.,Szabó Károly Ferenc,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=112&leg=2004&cam=1
2457,,2458.,Szabó Ödön,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=281&leg=2016&cam=2
2458,,2459.,Szekely Levente Csaba,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=150&leg=2004&cam=2
2459,,2460.,Székely Ervin-Zoltan,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=291&leg=2000&cam=2
2460,,2461.,Szentmiklósi Zoltán-Lajos,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=163&leg=2004&cam=1
2461,,2462.,Szilágy Ioan,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=343&leg=1990&cam=2
2462,,2463.,Szilágyi Zoltan,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=304&leg=1992&cam=2
2463,,2464.,Szilágyi Zsolt,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=292&leg=2000&cam=2
2464,,2465.,Szöcs Géza ªtefan,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=117&leg=1990&cam=1
2465,,2466.,ªaganai Nusfet,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=337&leg=1996&cam=2
2466,,2467.,ªandru Marcela Lavinia,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=188&leg=2004&cam=2
2467,,2468.,ªandru Mihaela Ioana,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=291&leg=2008&cam=2
2468,,2469.,ªarapatin Elvira,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=282&leg=2016&cam=2
2469,,2470.,ªcheau Ion,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=357&leg=2012&cam=2
2470,,2471.,ªelaru Rodica,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=121&leg=2000&cam=1
2471,,2472.,ªerban Ciprian-Constantin,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=283&leg=2016&cam=2
2472,,2473.,ªerban Dumitru,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=345&leg=1990&cam=2
2473,,2474.,ªerban George,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=224&leg=1996&cam=2
2474,,2475.,ªerban Gheorghe,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=93&leg=1996&cam=2
2475,,2476.,ªerbãnescu Rodica,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=346&leg=1990&cam=2
2476,,2477.,ªerbãnescu Verginia,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=113&leg=2004&cam=1
2477,,2478.,ªerbãnoiu Constantin Dilly,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=153&leg=2000&cam=1
2478,,2479.,ªerbu Gheorghe Vergil,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=114&leg=2004&cam=1
2479,,2480.,ªerbu Vasile-Octavian,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=347&leg=1990&cam=2
2480,,2481.,ªerdin Nicolae,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=285&leg=1992&cam=2
2481,,2482.,ªereº Ioan-Codruþ,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=115&leg=2004&cam=1
2482,,2483.,ªimon Gheorghe,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=284&leg=2016&cam=2
2483,,2484.,ªincai Ovidiu,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=189&leg=1996&cam=2
2484,,2485.,ªiºcu George,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=285&leg=2016&cam=2
2485,,2486.,ªnaider Paul,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=277&leg=2000&cam=2
2486,,2487.,ªomîcu Simion Silviu,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=290&leg=1992&cam=2
2487,,2488.,ªopticã Costel,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=122&leg=2016&cam=1
2488,,2489.,ªotcan Theodora,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=286&leg=2016&cam=2
2489,,2490.,ªova Dan Coman,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=154&leg=2012&cam=1
2490,,2491.,ªova Lucian,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=287&leg=2016&cam=2
2491,,2492.,ªovãialã Constantin,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=288&leg=2016&cam=2
2492,,2493.,ªtef Mircea-Ioan,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=84&leg=1990&cam=1
2493,,2494.,ªtefan Corneliu,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=289&leg=2016&cam=2
2494,,2495.,ªtefan Ion,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=293&leg=2000&cam=2
2495,,2496.,ªtefan Ion,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=290&leg=2016&cam=2
2496,,2497.,ªtefan Viorel,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=291&leg=2016&cam=2
2497,,2498.,ªtefãnescu Codrin,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=294&leg=2000&cam=2
2498,,2499.,ªtefãnescu Elena Cãtãlina,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=362&leg=2012&cam=2
2499,,2500.,ªtefãnescu Ion,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=426&leg=1990&cam=2
2500,,2501.,ªtefãnoiu Luca,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=295&leg=2000&cam=2
2501,,2502.,ªtefãnuþ Petru,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=349&leg=1990&cam=2
2502,,2503.,ªteolea Petru,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=320&leg=1996&cam=2
2503,,2504.,ªter Sever,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=117&leg=2004&cam=1
2504,,2505.,ªtirbeþ Cornel,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=293&leg=2008&cam=2
2505,,2506.,ªtirbu Aurel,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=297&leg=1992&cam=2
2506,,2507.,ªtirbu Georgeta,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=372&leg=1992&cam=2
2507,,2508.,ªtirbu Gigel-Sorinel,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=292&leg=2016&cam=2
2508,,2509.,ªtirbu Monica-Mihaela,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=337&leg=2004&cam=2
2509,,2510.,ªtireanu Octavian,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=203&leg=2004&cam=2
2510,,2511.,ªtiucã Alecsandru,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=166&leg=2004&cam=2
2511,,2512.,ªuta Vasile,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=302&leg=1992&cam=2
2512,,2513.,ªuteu Titus Lucian,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1125&leg=1996&cam=1
2513,,2514.,Tabãrã Valeriu,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=295&leg=2008&cam=2
2514,,2515.,Tabugan Ion,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=293&leg=2016&cam=2
2515,,2516.,Tahsin Gemil,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=141&leg=1990&cam=2
2516,,2517.,Takács Albert Csaba,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=307&leg=1992&cam=2
2517,,2518.,Taloº Gheorghe-Mirel,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=365&leg=2012&cam=2
2518,,2519.,Talpeº Ioan,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=118&leg=2004&cam=1
2519,,2520.,Talpoº Ioan-Iustin,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=123&leg=2016&cam=1
2520,,2521.,Tamás Sándor,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=131&leg=2004&cam=2
2521,,2522.,Tambozi Justin,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1175&leg=1996&cam=1
2522,,2523.,Tánczos Barna,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=124&leg=2016&cam=1
2523,,2524.,Tararache Mihai,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=366&leg=2012&cam=2
2524,,2525.,Tarna Gheorghe,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=241&leg=1996&cam=2
2525,,2526.,Tatu Bujor Septimiu,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=412&leg=1990&cam=2
2526,,2527.,Tatu Neculai Simeon,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=119&leg=1992&cam=1
2527,,2528.,Tãmagã Constantin,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=156&leg=2012&cam=1
2528,,2529.,Tãmâian Ioan,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=367&leg=2012&cam=2
2529,,2530.,Tãnasã Ioan,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=308&leg=1992&cam=2
2530,,2531.,Tãnase Rãzvan-Ionuþ,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=368&leg=2012&cam=2
2531,,2532.,Tãnase Stelian,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=309&leg=1992&cam=2
2532,,2533.,Tãnasie Petru,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=310&leg=1992&cam=2
2533,,2534.,Tãnãsescu Alina-Elena,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=294&leg=2016&cam=2
2534,,2535.,Tãnãsescu Carmen Felicia,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=143&leg=2004&cam=1
2535,,2536.,Tãnãsescu Claudiu-Andrei,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=369&leg=2012&cam=2
2536,,2537.,Tãnãsescu Dan Claudiu,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=119&leg=2004&cam=1
2537,,2538.,Tãnãsescu Mihai Nicolae,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=16&leg=2004&cam=2
2538,,2539.,Tãnãsescu Tudor,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=346&leg=2004&cam=2
2539,,2540.,Tãrãcilã Doru Ioan,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=120&leg=2004&cam=1
2540,,2541.,Tãrâþã Culiþã,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=298&leg=2008&cam=2
2541,,2542.,Tãrniceru Petru,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=296&leg=2004&cam=2
2542,,2543.,Tãtaru Dan,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=157&leg=2012&cam=1
2543,,2544.,Tãtaru Florin-Cristian,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=370&leg=2012&cam=2
2544,,2545.,Tãtaru Ioan,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=86&leg=1990&cam=1
2545,,2546.,Tãtaru Nelu,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=158&leg=2012&cam=1
2546,,2547.,Tãtãrescu-Negropentes Maria Sanda,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=127&leg=1990&cam=1
2547,,2548.,Tãut Nicolae,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=352&leg=1990&cam=2
2548,,2549.,Tãvalã Tãnase-Pavel,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=92&leg=1996&cam=2
2549,,2550.,Tânjalã Ulis Mihai,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=365&leg=1992&cam=2
2550,,2551.,Târpescu Pavel,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=299&leg=2000&cam=2
2551,,2552.,Tcaciuc ªtefan,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=257&leg=2004&cam=2
2552,,2553.,Teacã Alexandru,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=352&leg=2016&cam=2
2553,,2554.,Teaci Dumitru,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=354&leg=1990&cam=2
2554,,2555.,Teculescu Constantin,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=300&leg=2000&cam=2
2555,,2556.,Teiº Alina,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=340&leg=2016&cam=2
2556,,2557.,Teju Sorin,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=371&leg=2012&cam=2
2557,,2558.,Teodorescu Cãtãlin-Florin,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=372&leg=2012&cam=2
2558,,2559.,Teodorescu George Alin,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=99&leg=2004&cam=2
2559,,2560.,Teodorescu Horia,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=299&leg=2008&cam=2
2560,,2561.,Teodorescu Ioan Viorel,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=373&leg=2012&cam=2
2561,,2562.,Teodorescu Mihai,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=314&leg=1992&cam=2
2562,,2563.,Teodoriu Bujor-Bogdan,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=315&leg=1992&cam=2
2563,,2564.,Teodorovici Eugen Orlando,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=125&leg=2016&cam=1
2564,,2565.,Terea Ioan,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=295&leg=2016&cam=2
2565,,2566.,Terinte Radu,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=121&leg=2004&cam=1
2566,,2567.,Theodorescu Rãzvan Emil,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=122&leg=2004&cam=1
2567,,2568.,Thuma Hubert Petru ªtefan,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=374&leg=2012&cam=2
2568,,2569.,Timar Liviu,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=186&leg=2004&cam=2
2569,,2570.,Timen Iosef,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=356&leg=1990&cam=2
2570,,2571.,Timiº Ioan,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=300&leg=2008&cam=2
2571,,2572.,Timofte Alexandru-Radu,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=120&leg=2000&cam=1
2572,,2573.,Tirla Maria,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=436&leg=1990&cam=2
2573,,2574.,Tiºe Alin Pãunel,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=160&leg=2012&cam=1
2574,,2575.,Tiþa-Nicolescu Gabriel,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=301&leg=2008&cam=2
2575,,2576.,Tiuch Cãtãlin,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=375&leg=2012&cam=2
2576,,2577.,Tîlvãr Angel,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=296&leg=2016&cam=2
2577,,2578.,Tîrîþescu ªtefan,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=358&leg=1990&cam=2
2578,,2579.,Toader Mircea-Nicu,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=377&leg=2012&cam=2
2579,,2580.,Toanã Ion-Oltea,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=359&leg=1990&cam=2
2580,,2581.,Tobã Alexandru,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=318&leg=1992&cam=2
2581,,2582.,Tobã Francisc,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=319&leg=1992&cam=2
2582,,2583.,Tocaci Emil,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1129&leg=1996&cam=1
2583,,2584.,Tocoian Iosif,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=360&leg=1990&cam=2
2584,,2585.,Tocuþ Dan-Laurenþiu,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=378&leg=2012&cam=2
2585,,2586.,Todea Ioan,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=122&leg=1992&cam=1
2586,,2587.,Todiraº Ioan,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=361&leg=1990&cam=2
2587,,2588.,Todiraºcu Valeriu,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=161&leg=2012&cam=1
2588,,2589.,Todor Adrian,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=297&leg=2016&cam=2
2589,,2590.,Todoran Adrian-Mihãiþã,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=298&leg=2016&cam=2
2590,,2591.,Todoran Pavel,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=187&leg=2004&cam=2
2591,,2592.,Todoroni Aron,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=362&leg=1990&cam=2
2592,,2593.,Toduþ Gheorghe,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=320&leg=1992&cam=2
2593,,2594.,Tofan Sergiu Mihail,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=407&leg=2000&cam=2
2594,,2595.,Tokay Gheorghe,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=306&leg=2000&cam=2
2595,,2596.,Toma Cãtãlin Dumitru,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=126&leg=2016&cam=1
2596,,2597.,Toma Constantin,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=63&leg=2000&cam=1
2597,,2598.,Toma Florentina Marilena,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=32&leg=2004&cam=2
2598,,2599.,Toma Horia-Victor,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=276&leg=2004&cam=2
2599,,2600.,Toma Ilie,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=299&leg=2016&cam=2
2600,,2601.,Toma Ion,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=162&leg=2012&cam=1
2601,,2602.,Toma Vasilicã,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=127&leg=2016&cam=1
2602,,2603.,Tomac Eugen,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=300&leg=2016&cam=2
2603,,2604.,Tomescu Ion,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=377&leg=1992&cam=2
2604,,2605.,Tomoiagã Liliana Lucia,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=140&leg=2004&cam=1
2605,,2606.,Tomoiagã ªtefan-Liviu,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=163&leg=2012&cam=1
2606,,2607.,Topliceanu Constantin,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=365&leg=1990&cam=2
2607,,2608.,Toró Tiberiu,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=319&leg=2004&cam=2
2608,,2609.,Török Ernest,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=375&leg=1992&cam=2
2609,,2610.,Toth Iosif,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=118&leg=1990&cam=1
2610,,2611.,Traicu Rodin,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=380&leg=2012&cam=2
2611,,2612.,Trandafir Teodora Virginia,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=336&leg=2008&cam=2
2612,,2613.,Trãilã Cristina,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=336&leg=2016&cam=2
2613,,2614.,Trãºculescu Alin Silviu,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=304&leg=2008&cam=2
2614,,2615.,Trepcea Dan Florin,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=322&leg=1992&cam=2
2615,,2616.,Trifu Romeo-Marius,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=252&leg=1996&cam=2
2616,,2617.,Tripa Florin-Dan,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=301&leg=2016&cam=2
2617,,2618.,Trufin Lucian,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=128&leg=2016&cam=1
2618,,2619.,Truºcã Constantin,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=302&leg=2016&cam=2
2619,,2620.,Tudor Beatrice,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=303&leg=2016&cam=2
2620,,2621.,Tudor Constantin,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=111&leg=2004&cam=2
2621,,2622.,Tudor Corneliu Vadim,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=124&leg=2004&cam=1
2622,,2623.,Tudor Doina-Anca,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=164&leg=2012&cam=1
2623,,2624.,Tudor Marcu,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=278&leg=2004&cam=2
2624,,2625.,Tudor Marius-Mihail,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=367&leg=1990&cam=2
2625,,2626.,Tudor Mihai,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=368&leg=1990&cam=2
2626,,2627.,Tudorache Daniel,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=381&leg=2012&cam=2
2627,,2628.,Tudorachi Spiridon,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=343&leg=1992&cam=2
2628,,2629.,Tudorie Violeta,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=382&leg=2012&cam=2
2629,,2630.,Tudose Mihai,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=304&leg=2016&cam=2
2630,,2631.,Tudose Nicolae-Florin,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=24&leg=1996&cam=2
2631,,2632.,Tuducan Teodor Crãciun,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=393&leg=2000&cam=2
2632,,2633.,Tulpan Dan,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=123&leg=1992&cam=1
2633,,2634.,Tunaru Raj-Alexandru,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=310&leg=2000&cam=2
2634,,2635.,Tupilatu Ioan Florin,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=369&leg=1990&cam=2
2635,,2636.,Turc Ioan,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=352&leg=2004&cam=2
2636,,2637.,Turcan Raluca,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=305&leg=2016&cam=2
2637,,2638.,Turcescu Robert-Nicolae,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=306&leg=2016&cam=2
2638,,2639.,Turianu Corneliu,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1131&leg=1996&cam=1
2639,,2640.,Turlacu Ioan,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=124&leg=1992&cam=1
2640,,2641.,Turos Lóránd,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=68&leg=2016&cam=1
2641,,2642.,Tuºa Adriana Diana,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=307&leg=2016&cam=2
2642,,2643.,Þachianu Marian,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=346&leg=2016&cam=2
2643,,2644.,Þaga Claudiu,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=308&leg=2008&cam=2
